model,benchmark,score,source,source_detail,shot,protocol,thinking,date,benchmark_variant,benchmark_family,metric_type,score_scale,source_confidence_weight,exact_protocol_match_to_primary_suite,tools_allowed,reasoning_effort,pass_at_k,consensus_or_samples,score_level,notes,family,log_active_params,log_total_params,log_train_tokens,scale_bucket,param_confidence,scale_imputed,is_moe,log_context,is_gqa,has_rope,math_intensity,code_pretrain,synthetic_quality,trained_web_only,is_reasoning_model,is_instruct,is_closed_source,release_year_norm,active_x_math,active_x_code,saturation_2026,n_choices,output_space,contamination_resistant,retained_v22,include_primary,metric_is_percent,thinking_on_cell,reasoning_effort_score,tools_allowed_flag,sample_weight
Claude-Opus-4,Aider_Polyglot,72.0,cross_report,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf",0.0,single attempt unless otherwise specified,on,2025-06,Aider_Polyglot,Aider,percent,0_to_100,0.85,1,no,standard,1.0,1,reported,v4 extension,Claude,5.298317366548036,5.298317366548036,9.903487552536127,3.0,0.35,1,0,12.206072645530174,1,1,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.4200000000000728,10.596634733096073,10.596634733096073,,0,0,1,0,0,1,1.0,0.65,0.0,0.85
Claude-Opus-4,GPQA_Diamond,79.6,cross_report,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf",0.0,single attempt unless otherwise specified,on,2025-06,GPQA_Diamond,GPQA,percent,0_to_100,0.85,1,no,standard,1.0,1,reported,v4 extension,Claude,5.298317366548036,5.298317366548036,9.903487552536127,3.0,0.35,1,0,12.206072645530174,1,1,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.4200000000000728,10.596634733096073,10.596634733096073,94.0,4,2,1,0,1,1,1.0,0.65,0.0,0.85
Claude-Opus-4,Humanitys_Last_Exam,10.7,cross_report,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf",0.0,single attempt unless otherwise specified,on,2025-06,HLE_full_text_mm,HLE,percent,0_to_100,0.85,1,no,standard,1.0,1,reported,v4 extension,Claude,5.298317366548036,5.298317366548036,9.903487552536127,3.0,0.35,1,0,12.206072645530174,1,1,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.4200000000000728,10.596634733096073,10.596634733096073,,0,0,1,0,0,1,1.0,0.65,0.0,0.85
Claude-Opus-4,LiveCodeBench,51.1,cross_report,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf",0.0,single attempt unless otherwise specified,on,2025-06,LCB_2024_2025_window,LiveCodeBench,percent,0_to_100,0.85,1,no,standard,1.0,1,reported,v4 extension,Claude,5.298317366548036,5.298317366548036,9.903487552536127,3.0,0.35,1,0,12.206072645530174,1,1,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.4200000000000728,10.596634733096073,10.596634733096073,92.0,0,0,1,0,1,1,1.0,0.65,0.0,0.85
Claude-Opus-4,SWE_bench_Verified,72.5,cross_report,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf",0.0,single attempt unless otherwise specified,on,2025-06,SWE_bench_Verified_single_attempt,SWE_bench,percent,0_to_100,0.85,1,no,standard,1.0,1,reported,v4 extension,Claude,5.298317366548036,5.298317366548036,9.903487552536127,3.0,0.35,1,0,12.206072645530174,1,1,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.4200000000000728,10.596634733096073,10.596634733096073,,0,0,1,0,0,1,1.0,0.65,0.0,0.85
Claude-Sonnet-4,AIME_2025,70.5,cross_report,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf",0.0,single attempt unless otherwise specified,on,2025-06,AIME_2025,AIME,percent,0_to_100,0.85,1,no,standard,1.0,1,reported,v4 extension,Claude,4.382026634673881,4.382026634673881,9.798127036878302,3.0,0.35,1,0,12.206072645530174,1,1,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.4200000000000728,8.764053269347762,8.764053269347762,95.0,0,1,1,0,0,1,1.0,0.65,0.0,0.85
Claude-Sonnet-4,Aider_Polyglot,61.3,cross_report,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf",0.0,single attempt unless otherwise specified,on,2025-06,Aider_Polyglot,Aider,percent,0_to_100,0.85,1,no,standard,1.0,1,reported,v4 extension,Claude,4.382026634673881,4.382026634673881,9.798127036878302,3.0,0.35,1,0,12.206072645530174,1,1,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.4200000000000728,8.764053269347762,8.764053269347762,,0,0,1,0,0,1,1.0,0.65,0.0,0.85
Claude-Sonnet-4,GPQA_Diamond,75.4,cross_report,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf",0.0,single attempt unless otherwise specified,on,2025-06,GPQA_Diamond,GPQA,percent,0_to_100,0.85,1,no,standard,1.0,1,reported,v4 extension,Claude,4.382026634673881,4.382026634673881,9.798127036878302,3.0,0.35,1,0,12.206072645530174,1,1,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.4200000000000728,8.764053269347762,8.764053269347762,94.0,4,2,1,0,1,1,1.0,0.65,0.0,0.85
Claude-Sonnet-4,Humanitys_Last_Exam,7.8,cross_report,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf",0.0,single attempt unless otherwise specified,on,2025-06,HLE_full_text_mm,HLE,percent,0_to_100,0.85,1,no,standard,1.0,1,reported,v4 extension,Claude,4.382026634673881,4.382026634673881,9.798127036878302,3.0,0.35,1,0,12.206072645530174,1,1,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.4200000000000728,8.764053269347762,8.764053269347762,,0,0,1,0,0,1,1.0,0.65,0.0,0.85
Claude-Sonnet-4,LiveCodeBench,48.9,cross_report,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf",0.0,single attempt unless otherwise specified,on,2025-06,LCB_2024_2025_window,LiveCodeBench,percent,0_to_100,0.85,1,no,standard,1.0,1,reported,v4 extension,Claude,4.382026634673881,4.382026634673881,9.798127036878302,3.0,0.35,1,0,12.206072645530174,1,1,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.4200000000000728,8.764053269347762,8.764053269347762,92.0,0,0,1,0,1,1,1.0,0.65,0.0,0.85
Claude-Sonnet-4,SWE_bench_Verified,72.7,cross_report,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf",0.0,single attempt unless otherwise specified,on,2025-06,SWE_bench_Verified_single_attempt,SWE_bench,percent,0_to_100,0.85,1,no,standard,1.0,1,reported,v4 extension,Claude,4.382026634673881,4.382026634673881,9.798127036878302,3.0,0.35,1,0,12.206072645530174,1,1,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.4200000000000728,8.764053269347762,8.764053269347762,,0,0,1,0,0,1,1.0,0.65,0.0,0.85
DeepSeek-R1,AIME_2024,79.8,official,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4",0.0,"Pass@1, thinking on",on,2025-01,AIME_2024,AIME,percent,0_to_100,1.0,1,unknown,standard,1.0,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.099999999999909,7.221835825288449,7.221835825288449,95.0,0,1,1,0,1,1,1.0,0.65,0.0,1.0
DeepSeek-R1,GPQA_Diamond,71.5,official,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4",0.0,"0-shot CoT, Pass@1",on,2025-01,GPQA_Diamond,GPQA,percent,0_to_100,1.0,1,unknown,standard,1.0,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.099999999999909,7.221835825288449,7.221835825288449,94.0,4,2,1,0,1,1,1.0,0.65,0.0,1.0
DeepSeek-R1,HumanEval,96.3,official,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4",0.0,0-shot Pass@1 (HumanEval-Mul),on,2025-01,HumanEval,HumanEval,percent,0_to_100,1.0,1,unknown,standard,1.0,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.099999999999909,7.221835825288449,7.221835825288449,97.0,0,0,0,1,1,1,1.0,0.65,0.0,1.0
DeepSeek-R1,IFEval,83.3,official,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4",0.0,0-shot,on,2025-01,IFEval_prompt_strict_or_reported,IFEval,percent,0_to_100,1.0,1,unknown,standard,,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.099999999999909,7.221835825288449,7.221835825288449,93.0,0,0,0,0,1,1,1.0,0.65,0.0,1.0
DeepSeek-R1,LiveCodeBench,65.9,official,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4",0.0,0-shot CoT (2024-08–2025-01),on,2025-01,LCB_2024_2025_window,LiveCodeBench,percent,0_to_100,1.0,1,unknown,standard,,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.099999999999909,7.221835825288449,7.221835825288449,92.0,0,0,1,0,1,1,1.0,0.65,0.0,1.0
DeepSeek-R1,MATH,97.3,official,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4",0.0,0-shot CoT (MATH-500),on,2025-01,MATH_500_or_full,MATH,percent,0_to_100,1.0,1,unknown,standard,,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.099999999999909,7.221835825288449,7.221835825288449,95.0,0,0,0,1,1,1,1.0,0.65,0.0,1.0
DeepSeek-R1,MBPP,84.6,official,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4",3.0,3-shot Pass@1,on,2025-01,MBPP,MBPP,percent,0_to_100,1.0,1,unknown,standard,1.0,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.099999999999909,7.221835825288449,7.221835825288449,95.0,0,0,0,1,1,1,1.0,0.65,0.0,1.0
DeepSeek-R1,MMLU,90.8,official,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4",0.0,0-shot CoT,on,2025-01,MMLU_original,MMLU,percent,0_to_100,1.0,1,unknown,standard,,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.099999999999909,7.221835825288449,7.221835825288449,93.0,4,2,0,1,1,1,1.0,0.65,0.0,1.0
DeepSeek-R1,MMLU_Pro,84.0,official,"DeepSeek-R1 paper arxiv:2501.12948, Tables 3-4",0.0,0-shot CoT,on,2025-01,MMLU_Pro,MMLU_Pro,percent,0_to_100,1.0,1,unknown,standard,,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.099999999999909,7.221835825288449,7.221835825288449,89.0,10,2,1,0,1,1,1.0,0.65,0.0,1.0
DeepSeek-R1-0528,AIME_2024,91.4,official,DeepSeek-R1-0528 HF model card (May 2025),0.0,Pass@1 with thinking,on,2025-05,AIME_2024,AIME,percent,0_to_100,1.0,1,unknown,standard,1.0,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.4200000000000728,7.221835825288449,7.221835825288449,95.0,0,1,1,0,1,1,1.0,0.65,0.0,1.0
DeepSeek-R1-0528,AIME_2025,87.5,cross_report,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf",0.0,single attempt unless otherwise specified,on,2025-06,AIME_2025,AIME,percent,0_to_100,0.85,1,no,standard,1.0,1,reported,v4 extension,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.4200000000000728,7.221835825288449,7.221835825288449,95.0,0,1,1,0,0,1,1.0,0.65,0.0,0.85
DeepSeek-R1-0528,Aider_Polyglot,71.6,cross_report,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf",0.0,single attempt unless otherwise specified,on,2025-06,Aider_Polyglot,Aider,percent,0_to_100,0.85,1,no,standard,1.0,1,reported,v4 extension,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.4200000000000728,7.221835825288449,7.221835825288449,,0,0,1,0,0,1,1.0,0.65,0.0,0.85
DeepSeek-R1-0528,GPQA_Diamond,81.0,cross_report,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf",0.0,single attempt unless otherwise specified,on,2025-06,GPQA_Diamond,GPQA,percent,0_to_100,0.85,1,no,standard,1.0,1,reported,v4 extension,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.4200000000000728,7.221835825288449,7.221835825288449,94.0,4,2,1,0,1,1,1.0,0.65,0.0,0.85
DeepSeek-R1-0528,Humanitys_Last_Exam,14.0,cross_report,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf",0.0,single attempt unless otherwise specified,on,2025-06,HLE_full_text_mm,HLE,percent,0_to_100,0.85,1,no,standard,1.0,1,reported,v4 extension,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.4200000000000728,7.221835825288449,7.221835825288449,,0,0,1,0,0,1,1.0,0.65,0.0,0.85
DeepSeek-R1-0528,LiveCodeBench,70.5,cross_report,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf",0.0,single attempt unless otherwise specified,on,2025-06,LCB_2024_2025_window,LiveCodeBench,percent,0_to_100,0.85,1,no,standard,1.0,1,reported,v4 extension,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.4200000000000728,7.221835825288449,7.221835825288449,92.0,0,0,1,0,1,1,1.0,0.65,0.0,0.85
DeepSeek-R1-0528,MATH,97.3,official,DeepSeek-R1-0528 HF model card (May 2025),0.0,MATH-500 Pass@1,on,2025-05,MATH_500_or_full,MATH,percent,0_to_100,1.0,1,unknown,standard,1.0,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.4200000000000728,7.221835825288449,7.221835825288449,95.0,0,0,0,1,1,1,1.0,0.65,0.0,1.0
DeepSeek-R1-0528,SWE_bench_Verified,57.6,cross_report,"Google Gemini 2.5 report, Tables 3-4, https://storage.googleapis.com/deepmind-media/gemini/gemini_v2_5_report.pdf",0.0,single attempt unless otherwise specified,on,2025-06,SWE_bench_Verified_single_attempt,SWE_bench,percent,0_to_100,0.85,1,no,standard,1.0,1,reported,v4 extension,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.4200000000000728,7.221835825288449,7.221835825288449,,0,0,1,0,0,1,1.0,0.65,0.0,0.85
DeepSeek-V3,AIME_2024,39.2,official,"DeepSeek-V3 tech report arxiv:2412.19437, Table 5 (chat)",0.0,Pass@1 (no thinking),na,2024-12,AIME_2024,AIME,percent,0_to_100,1.0,1,unknown,standard,1.0,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.9500000000000455,7.221835825288449,7.221835825288449,95.0,0,1,1,0,1,1,0.0,0.65,0.0,1.0
DeepSeek-V3,GPQA_Diamond,59.1,official,"DeepSeek-V3 tech report arxiv:2412.19437, Table 5 (chat)",0.0,0-shot CoT,na,2024-12,GPQA_Diamond,GPQA,percent,0_to_100,1.0,1,unknown,unknown,,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.9500000000000455,7.221835825288449,7.221835825288449,94.0,4,2,1,0,1,1,0.0,0.25,0.0,1.0
DeepSeek-V3,HumanEval,82.6,official,"DeepSeek-V3 tech report arxiv:2412.19437, Table 5 (chat)",0.0,0-shot Pass@1 (HumanEval-Mul),na,2024-12,HumanEval,HumanEval,percent,0_to_100,1.0,1,unknown,unknown,1.0,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.9500000000000455,7.221835825288449,7.221835825288449,97.0,0,0,0,1,1,1,0.0,0.25,0.0,1.0
DeepSeek-V3,IFEval,86.1,official,"DeepSeek-V3 tech report arxiv:2412.19437, Table 5 (chat)",0.0,0-shot,na,2024-12,IFEval_prompt_strict_or_reported,IFEval,percent,0_to_100,1.0,1,unknown,unknown,,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.9500000000000455,7.221835825288449,7.221835825288449,93.0,0,0,0,0,1,1,0.0,0.25,0.0,1.0
DeepSeek-V3,LiveCodeBench,40.5,official,"DeepSeek-V3 tech report arxiv:2412.19437, Table 5 (chat)",0.0,0-shot CoT (2024-08–2024-11),na,2024-12,LCB_2024_2025_window,LiveCodeBench,percent,0_to_100,1.0,1,unknown,unknown,,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.9500000000000455,7.221835825288449,7.221835825288449,92.0,0,0,1,0,1,1,0.0,0.25,0.0,1.0
DeepSeek-V3,MATH,90.2,official,"DeepSeek-V3 tech report arxiv:2412.19437, Table 5 (chat)",0.0,0-shot CoT (MATH-500),na,2024-12,MATH_500_or_full,MATH,percent,0_to_100,1.0,1,unknown,unknown,,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.9500000000000455,7.221835825288449,7.221835825288449,95.0,0,0,0,1,1,1,0.0,0.25,0.0,1.0
DeepSeek-V3,MMLU,88.5,official,"DeepSeek-V3 tech report arxiv:2412.19437, Table 5 (chat)",0.0,0-shot CoT (simple-evals style),na,2024-12,MMLU_original,MMLU,percent,0_to_100,1.0,1,unknown,unknown,,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.9500000000000455,7.221835825288449,7.221835825288449,93.0,4,2,0,1,1,1,0.0,0.25,0.0,1.0
DeepSeek-V3,MMLU_Pro,75.9,official,"DeepSeek-V3 tech report arxiv:2412.19437, Table 5 (chat)",5.0,5-shot CoT,na,2024-12,MMLU_Pro,MMLU_Pro,percent,0_to_100,1.0,1,unknown,unknown,,1,reported,imported from v3,DeepSeek,3.6109179126442243,6.508769136971682,9.602382459752207,2.0,0.95,0,1,11.759785542901755,1,1,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.9500000000000455,7.221835825288449,7.221835825288449,89.0,10,2,1,0,1,1,0.0,0.25,0.0,1.0
